# Generated by scripts/snapshot-opening-popularity.mjs
# source=https://chess-analysis.org/api/explore/lichess
# snapshot=2026-08-06T18:32:36.169Z
# variant=standard; speeds=blitz,rapid,classical; ratings=1200,1400,1600,1800,2000,2200,2500
# measuredParentDepth=4; deeper lines use documented 0.82-per-ply decay
uci	globalGames	globalShare
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 b7b5	81563	0.12744219
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 b7b5 c4f1 h7h6 g5f7	44971	0.07026719
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5	81563	0.12744219
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5	66881	0.10450156
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2	30239	0.04724844
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2 h7h6	24796	0.03874375
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2 h7h6 g5f3 e5e4 f3e5 d8c7	11211	0.01751719
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2 h7h6 g5f3 e5e4 f3e5 f8d6 d2d4 d8c7 c1d2	6181	0.00965781
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 b5e2 h7h6 g5h3	20332	0.03176875
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1f3	30239	0.04724844
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1f3 a8b8	24796	0.03874375
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1f3 c6b5	24796	0.03874375
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 c4b5 c7c6 d5c6 b7c6 d1f3 d8c7 b5d3	20332	0.03176875
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 d2d3	66881	0.10450156
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 d2d3 h7h6 g5f3 e5e4 d1e2 a5c4 d3c4 f8c5 f3d2	13672	0.02136250
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 d2d3 h7h6 g5f3 e5e4 d1e2 a5c4 d3c4 f8e7	16673	0.02605156
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6b4	81563	0.12744219
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6d4	81563	0.12744219
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6d4 c2c3 b7b5 c4f1 f6d5 g5e4	30239	0.04724844
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 d2d4	66881	0.10450156
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 d2d4 f8b4	54843	0.08569219
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 g5f7	66881	0.10450156
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 g5f7 e8f7 d1f3 f7e6 b1c3 c6b4 f3e4 c7c6 a2a3 b4a6 d2d4 a6c7	7538	0.01177813
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f6e4	121301	0.18953281
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5	121301	0.18953281
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5 c4f7	99467	0.15541719
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5 c4f7 e8e7 d2d4	66881	0.10450156
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5 g5f7	99467	0.15541719
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 f8c5 g5f7 c5f2 e1f2 f6e4 f2e3	44971	0.07026719
e2e4 e7e5 g1f3 b8c6 f1c4 h7h6	180400	0.28187500
e2e4 e7e5 g1f3 b8c6 f1e2	0	0.00000000
e2e4 e7e5 g1f3 b8c6 f1e2 g8f6 d2d3 d7d5 b1d2	0	0.00000000
e2e4 e7e5 g1f3 b8c6 f1e2 g8f6 d2d4	0	0.00000000
e2e4 e7e5 g1f3 b8c6 f1e2 g8f6 d2d4 e5d4 e4e5	0	0.00000000
e2e4 e7e5 g1f3 b8c6 f3e5	0	0.00000000
e2e4 e7e5 g1f3 b8c6 f3e5 c6e5 d2d4	0	0.00000000
e2e4 e7e5 g1f3 b8c6 g2g3	0	0.00000000
e2e4 e7e5 g1f3 c7c6	0	0.00000000
e2e4 e7e5 g1f3 d7d5	0	0.00000000
e2e4 e7e5 g1f3 d7d5 e4d5 e5e4	6510248	0.48141488
e2e4 e7e5 g1f3 d7d5 e4d5 f8d6	6510248	0.48141488
e2e4 e7e5 g1f3 d7d5 f3e5 d5e4 f1c4 d8g5	1536781	0.11364071
e2e4 e7e5 g1f3 d7d6	120000	0.12903226
e2e4 e7e5 g1f3 d7d6 d2d4	34218674	0.30723673
e2e4 e7e5 g1f3 d7d6 d2d4 b8d7	28059313	0.25193412
e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 b1c3 g8f6 g2g4	15471007	0.13890841
e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 b1c3	15471007	0.13890841
e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 c2c3	15471007	0.13890841
e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 e1g1	15471007	0.13890841
e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 e1g1 f8e7 d4e5	10402705	0.09340201
e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 c7c6 f3g5	15471007	0.13890841
e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 d7b6	18867082	0.16940050
e2e4 e7e5 g1f3 d7d6 d2d4 c8d7	28059313	0.25193412
e2e4 e7e5 g1f3 d7d6 d2d4 c8g4 d4e5 b8d7	18867082	0.16940050
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4	28059313	0.25193412
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 c2c3	23008636	0.20658597
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 d1d4 c8d7	18867082	0.16940050
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f1c4	23008636	0.20658597
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4	23008636	0.20658597
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 d6d5 e4d5	15471007	0.13890841
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g7g6	18867082	0.16940050
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6	18867082	0.16940050
e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 b1c3 f8e7 f1e2 e8g8 e1g1 c7c5 d4f3 b8c6 c1g5 c8e6 f1e1	2126459	0.01909268
e2e4 e7e5 g1f3 d7d6 d2d4 f7f5	28059313	0.25193412
e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 b1c3	23008636	0.20658597
e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 d4e5 f5e4 f3g5 d6d5 e5e6	10402705	0.09340201
e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 d4e5 f5e4 f3g5 d6d5 e5e6 f8c5 b1c3	6994779	0.06280351
e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 f1c4 e5d4 f3g5 g8h6 g5h7	10402705	0.09340201
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6	28059313	0.25193412
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7	18867082	0.16940050
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 c4f7	10402705	0.09340201
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 e1g1 h7h6	8530218	0.07658965
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 f3g5 e8g8 c4f7	6994779	0.06280351
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1c4 f8e7 f3g5 e8g8 c4f7 f8f7 g5e6	4703289	0.04222908
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 b1c3 b8d7 f1e2 f8e7 e1g1 c7c6	8530218	0.07658965
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 d4e5	23008636	0.20658597
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 d4e5 f6e4 b1d2	15471007	0.13890841
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 d4e5 f6e4 d1d5	15471007	0.13890841
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 f1c4	23008636	0.20658597
e2e4 e7e5 g1f3 d7d6 d2d4 g8f6 f3g5	23008636	0.20658597
e2e4 e7e5 g1f3 d7d6 f1c4	48013017	0.43109099
e2e4 e7e5 g1f3 d7d6 f1c4 f7f5	39370674	0.35349461
e2e4 e7e5 g1f3 d7d6 f1c4 f8e7	39370674	0.35349461
e2e4 e7e5 g1f3 d7d6 f1c4 f8e7 c2c3	32283953	0.28986559
e2e4 e7e5 g1f3 d8e7	0	0.00000000
e2e4 e7e5 g1f3 d8e7 f1c4 f7f5	553539	0.37520589
e2e4 e7e5 g1f3 d8f6	0	0.00000000
e2e4 e7e5 g1f3 d8f6 f1c4 f6g6 e1g1	3481990	0.25981159
e2e4 e7e5 g1f3 f7f5	0	0.00000000
e2e4 e7e5 g1f3 f7f5 b1c3	606918	0.10694132
e2e4 e7e5 g1f3 f7f5 b2b4	0	0.00000000
e2e4 e7e5 g1f3 f7f5 c2c4	0	0.00000000
e2e4 e7e5 g1f3 f7f5 d2d4	349999	0.06167119
e2e4 e7e5 g1f3 f7f5 e4f5	2109617	0.37172276
e2e4 e7e5 g1f3 f7f5 f1c4	342412	0.06033433
e2e4 e7e5 g1f3 f7f5 f1c4 b7b5	280778	0.04947418
e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d7d5	188795	0.03326642
e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d8g5 d2d4 g5g2	126946	0.02236838
e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d8g5 e5f7 g5g2 h1f1 d7d5 f7h8 g8f6	57395	0.01011322
e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 g8f6	188795	0.03326642
e2e4 e7e5 g1f3 f7f5 f1c4 g8f6	280778	0.04947418
e2e4 e7e5 g1f3 f7f5 f3e5 b8c6	1185163	0.20883035
e2e4 e7e5 g1f3 f7f5 f3e5 d8e7	1185163	0.20883035
e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4	971834	0.17124095
e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4	653461	0.11514238
e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 c4e3	439387	0.07742171
e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 d1h5 g7g6 h5e2	295444	0.05205839
e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 f1e2	439387	0.07742171
e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4	971834	0.17124095
e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4 f5e4 b1c3	653461	0.11514238
e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4 f5e4 d2d3	653461	0.11514238
e2e4 e7e5 g1f3 f7f5 f3e5 g8f6 f1c4 f5e4 e5f7 d8e7 f7h8 d7d5	360298	0.06348592
e2e4 e7e5 g1f3 f7f5 g2g4	0	0.00000000
e2e4 e7e5 g1f3 f7f6	0	0.00000000
e2e4 e7e5 g1f3 f7f6 f3e5 d8e7 e5f3 d7d5	364933	0.06432555
e2e4 e7e5 g1f3 f7f6 f3e5 f6e5 d1h5 g7g6 h5e5 d8e7 e5h8	201213	0.03546716
e2e4 e7e5 g1f3 f8c5	90000	0.09677419
e2e4 e7e5 g1f3 f8c5 f3e5 b8c6	2582583	0.14458184
e2e4 e7e5 g1f3 g8f6	220000	0.23655914
e2e4 e7e5 g1f3 g8f6 b1c3	60000	0.20689655
e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 f1b5 c6d4 e1g1	27127	0.09354138
e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 f1b5 c6d4 f3e5 d8e7 f2f4	18240	0.06289655
e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 f1b5 f8b4 e1g1 e8g8 c3d5 f6d5 e4d5 e5e4	10057	0.03467931
e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 f1b5 f8b4 e1g1 e8g8 d2d3 d7d6 c1g5 c8e6	10057	0.03467931
e2e4 e7e5 g1f3 g8f6 d1e2 b8c6 d2d4	0	0.00000000
e2e4 e7e5 g1f3 g8f6 d2d4	70000	0.24137931
e2e4 e7e5 g1f3 g8f6 d2d4 d7d5	57400	0.19793103
e2e4 e7e5 g1f3 g8f6 d2d4 e5d4	57400	0.19793103
e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 d1d4	31649	0.10913448
e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 d1e2	31649	0.10913448
e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 d1e2 e4c5 f3d4 b8c6	17450	0.06017241
e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 f1b5	31649	0.10913448
e2e4 e7e5 g1f3 g8f6 d2d4 f6e4 f1d3	47068	0.16230345
e2e4 e7e5 g1f3 g8f6 d2d4 f6e4 f1d3 b8c6	38596	0.13308966
e2e4 e7e5 g1f3 g8f6 d2d4 f6e4 f1d3 d7d5 f3e5 f8d6 e1g1 e8g8 c2c4 d6e5	11733	0.04045862
e2e4 e7e5 g1f3 g8f6 f1c4	0	0.00000000
e2e4 e7e5 g1f3 g8f6 f1c4 f6e4 b1c3	0	0.00000000
e2e4 e7e5 g1f3 g8f6 f1c4 f6e4 b1c3 d7d5	0	0.00000000
e2e4 e7e5 g1f3 g8f6 f3e5	160000	0.55172414
e2e4 e7e5 g1f3 g8f6 f3e5 b8c6	131200	0.45241379
e2e4 e7e5 g1f3 g8f6 f3e5 b8c6 e5c6 d7c6	88219	0.30420345
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6	131200	0.45241379
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5c4	107584	0.37097931
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5d3	107584	0.37097931
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3	107584	0.37097931
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4	88219	0.30420345
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 b1c3	72339	0.24944483
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 c2c4	72339	0.24944483
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d1e2	72339	0.24944483
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d3	72339	0.24944483
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4	72339	0.24944483
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 b8c6	39886	0.13753793
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 b8c6 e1g1 f8e7 c2c4	21992	0.07583448
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 b8c6 e1g1 f8e7 c2c4 c6b4 c4d5	14787	0.05098966
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 b8c6 e1g1 f8e7 c2c4 c6b4 d3e2	14787	0.05098966
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 b8c6 e1g1 f8e7 f1e1 c8g4 c2c3 f7f5 c3c4	9943	0.03428621
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8d6	39886	0.13753793
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8d6 e1g1 e8g8 c2c4 c7c6	18033	0.06218276
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8d6 e1g1 e8g8 c2c4 c7c6 f1e1 c8g4	12126	0.04181379
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8d6 e1g1 e8g8 c2c4 c8g4	18033	0.06218276
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8d6 e1g1 e8g8 c2c4 c8g4 c4d5 f7f5 f1e1 d6h2	8153	0.02811379
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 b8c6 f1e1	21992	0.07583448
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 b8c6 f1e1 c8g4 c2c3 f7f5 b1d2	9943	0.03428621
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 b8c6 f1e1 c8g4 c2c3 f7f5 c3c4 e7h4	8153	0.02811379
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8	26819	0.09247931
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 e4f6	59318	0.20454483
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3	72339	0.24944483
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7	107584	0.37097931
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 d2d4	72339	0.24944483
e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 f1c4	72339	0.24944483
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4	131200	0.45241379
e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7	88219	0.30420345
e2e4 e7e6	262797350	0.10003653
e2e4 e7e6 b1c3	13437763	0.05120216
e2e4 e7e6 b1c3 d7d5 d2d4 g8f6 c1g5 f8b4 e4e5 h7h6 g5d2 b4c3 b2c3 f6e4 d1g4 e8f8 d2c1	106865	0.01266619
e2e4 e7e6 b1c3 d7d5 f2f4	184198	0.02183210
e2e4 e7e6 b2b3	1737751	0.00662139
e2e4 e7e6 b2b3 d7d5 c1b2	766689	0.64362635
e2e4 e7e6 b2b4	0	0.00000000
e2e4 e7e6 b2b4 f8b4 e4e5	103	0.01574924
e2e4 e7e6 c2c4	4414102	0.01681914
e2e4 e7e6 c2c4 d7d5 c4d5 e6d5 d1b3	1290450	0.47680506
e2e4 e7e6 d1e2	1147557	0.00437256
e2e4 e7e6 d2d3	7689264	0.02929855
e2e4 e7e6 d2d3 d7d5 b1d2 g8f6 g1f3 b8c6 f1e2	1018570	0.18606611
e2e4 e7e6 d2d3 d7d5 b1d2 g8f6 g1f3 c7c5 g2g3 b8c6 f1g2 f8e7 e1g1 e8g8 f1e1	309652	0.05656533
e2e4 e7e6 d2d3 f7f5	0	0.00000000
e2e4 e7e6 d2d4	125317208	0.47749854
e2e4 e7e6 d2d4 a7a6	1316919	0.00940655
e2e4 e7e6 d2d4 a7a6 c2c4	309904	0.18927712
e2e4 e7e6 d2d4 a7a6 c2c4 b7b5	254121	0.15520707
e2e4 e7e6 d2d4 a7a6 c2c4 b7b5 c4b5 a6b5	170871	0.10436126
e2e4 e7e6 d2d4 a7a6 g1f3 b7b5 f1d3 c7c5 c2c3 c8b7 e1g1 g8f6	138842	0.08479921
e2e4 e7e6 d2d4 b7b5	0	0.00000000
e2e4 e7e6 d2d4 c7c5	9188739	0.06563374
e2e4 e7e6 d2d4 c7c5 d4d5	3573429	0.30704458
e2e4 e7e6 d2d4 d7d5	97159865	0.69399792
e2e4 e7e6 d2d4 d7d5 b1c3	160000	0.35555556
e2e4 e7e6 d2d4 d7d5 b1c3 a7a6 g1f3 g8f6 e4e5 f6d7	59318	0.13181778
e2e4 e7e6 d2d4 d7d5 b1c3 a7a6 g1f3 g8f6 e4e5 f6d7 a2a3	48641	0.10809111
e2e4 e7e6 d2d4 d7d5 b1c3 a7a6 g1f3 g8f6 e4e5 f6d7 c1g5	48641	0.10809111
e2e4 e7e6 d2d4 d7d5 b1c3 a7a6 g1f3 g8f6 e4e5 f6d7 c3e2	48641	0.10809111
e2e4 e7e6 d2d4 d7d5 b1c3 b8c6	131200	0.29155556
e2e4 e7e6 d2d4 d7d5 b1c3 c7c5	131200	0.29155556
e2e4 e7e6 d2d4 d7d5 b1c3 d5e4	131200	0.29155556
e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 b8d7	88219	0.19604222
e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 b8d7 g1f3 g8f6 e4f6 d7f6 f3e5	32706	0.07268000
e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 c8d7 g1f3 d7c6	59318	0.13181778
e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 d8d5	88219	0.19604222
e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 e6e5	88219	0.19604222
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4	131200	0.29155556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 a2a3 b4c3 b2c3 d5e4 f2f3	48641	0.10809111
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 c1d2	107584	0.23907556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 c1d2 d5e4 d1g4 d8d4	59318	0.13181778
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 c1d2 d5e4 d1g4 g8f6 g4g7 h8g8 g7h6	32706	0.07268000
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 c1d2 g8e7 c3b1	72339	0.16075333
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4d5	107584	0.23907556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4d5 e6d5 f1d3 g8e7 d1h5	48641	0.10809111
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5	107584	0.23907556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5	88219	0.19604222
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3	72339	0.16075333
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4a5	59318	0.13181778
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4a5 b2b4 c5d4	39886	0.08863556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3	48641	0.10809111
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 b8c6 g1f3 d8a5 c1d2 g8e7	18033	0.04007333
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 b8c6 g1f3 g8e7	26819	0.05959778
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 d8a5	39886	0.08863556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 d8c7	39886	0.08863556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7	39886	0.08863556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 a3a4 b8c6 g1f3	21992	0.04887111
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 a3a4 b8c6 g1f3 d8a5 c1d2	14787	0.03286000
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 a3a4 b8c6 g1f3 d8a5 c1d2 c5c4	12126	0.02694667
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 a3a4 b8c6 g1f3 d8a5 c1d2 c8d7	12126	0.02694667
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 a3a4 b8c6 g1f3 d8a5 d1d2	14787	0.03286000
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 a3a4 b8c6 g1f3 d8a5 d1d2 c8d7	12126	0.02694667
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 c5d4 g4g7	21992	0.04887111
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 c5d4 g4g7 h8g8 g7h7 b8c6	12126	0.02694667
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 d8c7	26819	0.05959778
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 d8c7 f1d3	21992	0.04887111
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 d8c7 g4g7 h8g8 g7h7 c5d4 e1d1	9943	0.02209556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 d8c7 g4g7 h8g8 g7h7 c5d4 g1e2	9943	0.02209556
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 e8f8	26819	0.05959778
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7 d1g4 e8g8	26819	0.05959778
