0L7pm	4r3/pp2rpk1/2n3pp/1B1b4/3pN3/P4PPq/1PPQ1K1P/4R2R w - - 8 29	b5c6 d5c6 d2d4 e7e5 e4d6	2600	010b1019
0VSvx	5k2/8/P7/1K6/1PP3r1/8/6p1/5rR1 w - - 1 47	a6a7 g4g5 b5a4 f8g7 a7a8q	2600	000g0h0p101h1m
0ahro	8/6p1/8/Pp3pp1/1P2k1P1/4P2P/r7/1R3K2 b - - 0 39	f5f4 e3f4 g5f4 g4g5 f4f3	2600	0g0p101m
1te6m	r5k1/pppqrpp1/7p/2R5/5n2/2PP1N1b/PPB2PP1/R1BQ2K1 b - - 1 18	d7g4 f3h4 f4e2 g1h2 g4h4	2600	0g0y10191g
31KM5	3r1rk1/pp3ppp/5b2/4n1q1/8/1P2PBP1/PBQ2PKP/1R5R b - - 26 29	e5f3 g2f3 d8c8 c2e4 f6b2	2600	0g1019
5BzJm	4k3/Q6p/1R4p1/5pq1/3P4/8/3n1PPP/6K1 b - - 5 45	d2f3 g1f1 g5c1 f1e2 c1c2 e2f3 c2e4 f3g3 e4g4	2600	0p13181g1n1w
5DhFE	8/5pp1/4p2p/2K1P3/5P2/5kP1/7P/8 w - - 5 47	c5d6 g7g5 f4g5 h6g5 h2h4	2600	0g0p101e
5GMTR	r7/ppnkb2R/1q2p2p/2ppP2Q/3n4/2N1B3/PPP3PP/R5K1 b - - 0 20	b6b2 h7e7 d7e7 a1f1 b2c3 h5f7 e7d8 f7f8 c7e8	2600	0g0s191w
6Kyo8	r2qr1k1/5pp1/p1bb3p/1p2p2P/2p1P3/P3B3/1PQRBPP1/2K4R w - - 0 21	h1d1 e8e6 e2g4 e6f6 e3c5	2600	0110191l
7IkXX	8/8/8/1pk2K2/6P1/8/8/8 b - - 0 44	b5b4 f5e4 b4b3 e4d3 c5b4 g4g5 b4a3	2600	0g0h0p1e1l1w
7lRBX	6k1/3q2pp/1p6/3pRPP1/1P1P3P/1b3BK1/1rr5/4Q3 w - - 0 42	e5e8 g8f7 f3h5	2600	0g191o
7nGYm	rn1q2kr/1bp3b1/pp5p/4pR1Q/3P4/2N1B3/PPP4P/R5K1 w - - 0 19	h5f7 g8h7 f5h5 d8f6 h5h6 f6h6 e3h6	2600	010d0r0y191g1w
8FaT0	r1b4R/1p6/1pp1kpp1/3p4/3Pn1q1/1P1BPN2/P1P2P2/R3K1N1 w Q - 0 23	d3f1 e4g5 f3g5	2600	01191l1o
8d2Rd	8/8/8/pp6/1k2KP1p/7P/8/8 w - - 0 38	f4f5 b4c5 f5f6 c5d6 e4f5 b5b4 f5g6	2600	0g0h0p1e1l1w
8eC8y	8/8/6K1/4pp1p/5k2/5P1P/5P2/8 b - - 1 43	h5h4 g6f6 e5e4 f3e4 f5e4 f6g6 f4f3 g6f5 f3g2 f5e4 g2h3 e4f3 h3h2 f3g4 h4h3 f2f4 h2g2 f4f5 h3h2 f5f6 h2h1q	2600	000g0p1e1h1l1w
97jAY	8/pp6/8/6pp/1P1K4/k5PP/5P2/8 b - - 0 46	g5g4 h3g4 h5g4	2600	0g0p1e1o
9CNqE	8/pp1knQ2/4p3/3qP3/3p1P1p/1P1P1BpP/P1Nb2P1/2r2RK1 b - - 2 28	d5f3 g2f3 c1c2	2600	0g11191g1n1o
9K5la	8/3k3p/3P4/3K1pp1/8/7P/6P1/8 w - - 2 42	d5e5 g5g4 h3h4 g4g3 h4h5	2600	0g0h0p101e1l
9ZI3f	2r5/3qbk2/2p5/1pPp1pP1/1P1BpQ2/r3P2p/7P/3R3K w - - 0 38	g5g6 f7e8 f4e5 e8d8 g6g7	2600	00011019
9dEPr	2kr1r2/1pp3pp/5qb1/8/4p1P1/4B2P/Pb2QPB1/2RR2K1 w - - 0 22	d1d8 f8d8 g4g5 b2c1 g5f6	2600	011019
9keI9	r4rk1/ppp2ppp/2n5/4pb1q/2Q1N3/5N1P/PPPR1PP1/2K4R w - - 1 17	g2g4 f5g4 e4g3 g4e6 c4c6 b7c6 g3h5	2600	010s191w
A7TL0	3r2k1/Qpq1ppbp/6p1/4N3/3P4/6Pb/P1P2P1P/R3R1K1 b - - 0 28	g7e5 e1e5 c7c6 d4d5 c6c3 a7e3 c3a1	2600	010s191w
AnOW4	8/5pk1/4p3/r6P/1p3PP1/P2K4/8/R7 b - - 0 33	a5a3 a1a3 b4a3 d3c2 g7h6 g4g5 h6h5	2600	0g0p1m1w
BOpid	1R6/8/1P6/8/3k1p2/1rp5/5KP1/8 b - - 0 53	c3c2 b8c8 d4d3	2600	00010h0p11121m1o
CLPky	r3k1r1/1b2b2Q/p1qpN3/1p6/4n3/P2B4/1PP3PP/R1B2RK1 b q - 0 18	g8g2 g1g2 e4g5 d3e4 c6e4 h7e4 b7e4 g2f2 g5e6	2600	010j0k0s191n1w
E7hU5	2kr1r2/pp3p1Q/4P3/2p1P3/4P3/8/PqPp2PP/1R3RK1 b - - 1 21	f7e6 b1b2 f8f1 g1f1 d2d1q	2600	00050g0j0p0y101h1n
EE1GP	rn1q1rk1/p1p1b2p/1p1pp2P/5p2/2PP2B1/2P1P2b/P2N1P1B/R2QK1R1 b Q - 0 15	f5g4 g1g4 g8h8 g4g3 h3f5	2600	010h101c
EP2Xg	r4rk1/pQ2R1p1/2p3q1/4R3/2PP3p/5B1P/PPb2P1K/8 b - - 0 26	f8f3 b7a8 g8h7 e7g7 h7g7 e5e7 f3f7 e7f7 g6f7	2600	01191n1w
EsDip	8/4R3/8/6r1/PP5P/5p2/5k2/7K b - - 0 53	g5h5 e7e4 f2g3	2600	0g0p1m1o
G6X3P	8/p7/5kpp/1p1K1p2/6P1/1P5P/P1P2P2/8 b - - 0 31	f5g4 h3g4 b5b4	2600	010h0p1e1o
GuNrp	1r4k1/2p3qp/p1pp2p1/4pr2/N7/1PPP3R/P1K3QP/6R1 b - - 0 28	g7f7 c2c1 f5f2 g2g3 f2a2	2600	0g0v1019
HoWsX	1r1r2k1/1q3pbR/p5p1/6P1/2p2P2/1P2P3/P2Q2P1/2K4R w - - 0 24	h7g7 g8g7 d2c3 g7f8 c3e5 d8d1 c1d1	2600	050g191n1w
I2jD0	1Qr2k2/p4P2/bp2q1p1/8/8/7P/PP3RP1/6K1 w - - 3 41	b8f4 g6g5 f4d4 e6e1 g1h2 e1f2 d4f2	2600	010p1l1w
IBuZF	8/8/6p1/1r3p1p/2k2P2/5KP1/1R5P/8 w - - 0 48	b2b5 c4b5 f3g2 b5c5 g2h3 c5d5 h3h4 d5e6 h4g5 e6f7 g5h6	2600	0g0p1m1w
IonOG	k1r5/2n2p2/p1P1p1p1/P1QpP3/q2N2P1/8/5P2/2R3K1 w - - 3 35	c1b1 c8b8 b1b8	2600	0g0p1l1o
JS8id	8/4p3/8/6kP/pp2p3/4K3/PP6/8 w - - 3 45	e3e4 g5h5 e4f5 b4b3 a2b3 a4b3 f5e6 h5g5 e6e7 g5f5 e7d6 f5e4 d6c5 e4d3 c5b4 d3d4 b4b3	2600	0g0p1e1w
JZkSZ	8/8/5kRr/2p1p2P/1p1p2K1/1P1P4/2P5/8 b - - 2 64	h6g6 h5g6 e5e4 d3e4 c5c4 b3c4 d4d3	2600	0g0p1m1n1w
KQ3v3	4R3/1p4pk/p4rn1/7p/1P2Q1RP/P4P2/2r2qPK/8 w - - 0 32	e4d5 f2g2 g4g2 c2g2 h2h1	2600	011019
KlHAA	2n5/2P3p1/1K2k2p/5p2/8/4B2P/8/8 w - - 1 55	b6b7 e6d7 h3h4 c8d6 b7b8	2600	0g0h0p101l
Kq7Ep	8/7p/pP1k1pp1/1r1P1p2/8/2K5/1R6/8 w - - 3 38	b2b5 a6b5 c3b4 f5f4 b4a5	2600	0g0p101m
MvXkq	5r2/p5kp/3p4/2pNn1p1/2PbQ3/1P3qPP/P3RP1K/4R3 b - - 5 35	d4f2 e4f3 e5f3	2600	0g191o
N0Nzr	r2q1rk1/1b1nb1p1/p7/2p1p1BB/2PpP3/P2P4/5PP1/R2QK2R w KQ - 4 21	d1g4 e7g5 g4e6 g8h8 h5f7 g5h4 g2g3	2600	010j0k191n1w
NO4CB	5k2/5p1p/1p4p1/2b1Q1P1/8/7P/P4r2/6K1 w - - 4 34	e5c5 b6c5 g1f2 f8e7 a2a4	2600	0g0h0p10
O2L5D	2k5/Qpqn1pp1/4p1p1/3rP3/p2r4/6BP/5PP1/1R3RK1 w - - 1 35	b1b7 c7b7 f1c1 d5c5 c1c5 d7c5 a7c5 c8b8 c5d4	2600	010s191n1w
OPv6X	6b1/6P1/4k1KP/8/8/4p3/8/8 w - - 0 62	h6h7 g8f7 g6g5 e3e2 g7g8q e2e1q g8c8	2600	00080g0p1h1w
PiT86	5rk1/1pp1rp1q/1p1p2b1/3B4/2P2R2/1P5P/P4Q2/5RK1 w - - 2 36	f4g4 e7e5 f2f6 e5d5 c4d5	2600	010d10111219
