9ACzi	3r1rkq/p4p1p/1p3npQ/3Bp3/4P3/2P3RR/P5PP/7K w - - 0 30	g3g6 h7g6 h6h8	1359	0y1315191g1o
Bnccb	rr4k1/b2q1pp1/2pp3p/B3p3/2P1P1n1/P2P4/2N1QPPP/R4R1K b - - 0 20	g4f2 f1f2 a7f2 e2f2 a8a5	1359	010y1019
Bu2AX	2kr4/p4Rpp/1pB1p3/4q3/2P5/8/PP3bPP/1K1Q4 w - - 1 28	c6b7 c8b8 d1d8	1359	0i0p13151k1o
Ctrnr	3r4/2R2R1p/p5pk/1p3p2/5K2/P2r4/BP3PP1/8 b - - 3 31	d8d4 f4e5 d4e4 e5f6 d3d6 a2e6 e4e6	1359	0p0q13171w
DZDo0	2k1r3/p1p2ppp/2Qb1n2/8/8/2Nq4/PP3PR1/3R2K1 b - - 2 22	d3d1 c3d1 e8e1	1359	1315191f1n1o
DwUnq	r4rk1/1b4pp/p1n1p3/3p4/B2P1Q2/P4p2/1q3PPP/RR4K1 w - - 0 21	f4f8 a8f8 b1b2	1359	01191o
EIm37	2R2r1k/1p4pp/3Q4/1P1Np1qn/8/4Nn2/P5PP/4R2K b - - 1 25	h5g3 h2g3 g5h5	1359	0d1315191n1o
EIznR	1r6/R3r3/1pb2k2/2p3p1/2B5/P4PN1/1P4P1/2K5 w - - 6 38	g3h5 f6e5 a7e7	1359	0g0i0p1o
FDSDQ	8/8/4r1p1/7p/4kp1P/6P1/5PK1/3R4 w - - 0 54	d1e1 e4d5 e1e6 d5e6 g3f4	1359	0g0p101m
FDh2P	6k1/p1pq1p2/1rn4p/3pN1p1/Q2Pn3/P3P2P/5PP1/1NR3K1 b - - 1 21	c6e5 a4d7 e5d7	1359	01191o
Fdmso	r1b1k2r/pp3ppp/5n2/3pq3/1b6/2N1PB2/PP3PPP/R1BQK2R w KQkq - 2 11	d1a4 c8d7 a4b4	1359	0g0s1c1o
Hwlh3	r5k1/pppb3p/1b2p1q1/3p1r2/8/2P1BN2/PP1Q1PP1/R4RK1 w - - 3 23	f3h4 g6g4 h4f5	1359	010s191o
I3MNV	1kr2b1r/pb3ppp/7n/4N3/2R5/3P1P2/P2N2PP/1R4K1 w - - 3 17	e5d7 b8a8 c4c8 b7c8 b1b8	1359	0i101316191k
LGu7I	8/p3b1pp/1pb1kp2/3p4/3PP3/P1N2PB1/1P1r3P/1R4K1 w - - 1 31	e4d5 c6d5 b1e1 e6f7 c3d5	1359	010i0p0s10
Lc41D	2r3k1/5pp1/p3p2p/n1q5/R7/5rP1/P3NP1P/2Q2RK1 w - - 0 27	a4a5 c5a5 c1c8	1359	010i11191o1p
M2Mvs	6r1/ppp2k1p/5p2/b2np3/3Pb3/2P2P2/PP1B2PP/RN1R2K1 b - - 0 18	e4f3 g1f2 f3d1	1359	01191g1o
Me17b	8/kp6/p7/r6p/2Q5/qP3P1P/2PK2P1/3R4 b - - 0 37	a3d6 c4d3 a5d5	1359	010p1g1o
MqTjg	5k2/p3qp2/4p3/1p1p4/3P3r/5Q2/Pn3P2/RB3RK1 b - - 1 27	e7g5 f3g3 h4g4	1359	0g191g1o
NYLH4	6k1/2R4R/2Q3p1/p6p/5P2/6P1/5PKP/1q2r3 b - - 4 37	e1g1 g2h3 b1f5 g3g4 f5g4	1359	0p101316
OQHsv	2k5/ppq3p1/3p4/2p3p1/2B1Q1P1/P3N1K1/1P3r1r/R7 w - - 4 31	e4e8 c7d8 c4e6 c8c7 e3d5 c7b8 e8d8	1359	0i1317191k1w
PM28p	1r2q1k1/6b1/3p2P1/p2N3Q/R6P/2Pn4/1P3N2/1K5R b - - 0 27	b8b2 b1a1 e8a4	1359	0s1315191o
PjC15	r4rk1/pp2bpp1/2p1qn1p/5Q2/2P3N1/P2BB3/1P3PPP/1R4K1 w - - 3 23	g4f6 e6f6 f5h7	1359	0y1315191o
QBYHm	1r2r1k1/2p2p1p/p4p2/3P4/PBR4Q/1q6/1P4PP/5K2 w - - 0 30	c4g4 g8h8 h4f6	1359	0p13151o
RNrP1	r5rk/pp3ppp/2p2n1P/3p4/5q2/1PQP4/P1P3R1/1K4R1 w - - 0 24	h6g7 g8g7 g2g7	1359	000g0y191o
U7FM1	5rr1/pp1nq1pk/2p1R2p/3p1P2/3P1Q1N/1P4RP/P5P1/6K1 b - - 0 27	e7e6 f5e6 f8f4	1359	0g191o
UFU4S	6k1/5rpp/2p5/pp2P2b/4N2P/1P2K3/P5R1/8 w - - 2 43	e4f6 g8f8 f6h5	1359	0g0p1g1o
UjOoP	6rk/1b1p1p1p/1p3PpQ/1p6/5R2/P6P/2P3r1/7K w - - 0 31	h6h7 h8h7 f4h4	1359	050p13151n1o
V0Kbg	6k1/pp2ppbp/2n3q1/3N4/b2P1PB1/5PK1/6PP/2R4R w - - 3 25	c1c6 b7c6 d5e7 g8f8 e7g6	1359	010b0s1019
W7w24	6k1/p6p/1pp2p2/3p2p1/7N/6rP/PP2rqP1/2Q2RRK b - - 1 32	g3h3 g2h3 f2h2	1359	0y1315191n1o
WA0AG	rk3b1r/1p2p3/p3n1pp/1N1Q2p1/3P2q1/4P3/1PR2P2/5K2 w - - 2 34	d5e5 e6c7 e5c7	1359	0s1315191o
WWAEY	5rk1/5p1p/Q5p1/2p1q2b/6r1/P2B4/2P2PPP/R4RK1 b - - 0 22	g4g2 g1g2 e5g5 g2h1 h5f3	1359	05101316191n
WphKI	4Rrk1/1pb3p1/3q1n1p/p7/2pP4/P1P2B1P/NPQ2PP1/4R1K1 b - - 0 29	d6h2 g1f1 h2h1 f1e2 f8e8	1359	0g0v0y1019
WzKEp	r1bq3k/pp4p1/1bp1p2p/n2n4/8/8/PB1Q1PPP/RN3RK1 w - - 0 19	d2h6 h8g8 h6g7	1359	0y13151c1g1o
XI5wD	r1b1kb1r/pp1p1ppp/1qn2n2/4p3/Q7/2N1P1B1/PPP2PPP/R3KBNR b KQkq - 3 7	b6b2 a1b1 b2c3	1359	0g0s1c1o
YNQOQ	1k6/1p6/7p/r3p2R/7P/2PK2P1/5P2/8 b - - 1 46	e5e4 d3e4 a5h5	1359	0g0j0p1m1o
ZvW6k	1r4k1/5p1p/3Q2p1/2p5/q1r1P3/pNB2P2/P5PP/1KR5 b - - 0 29	b8b3 a2b3 a4b3 b1a1 c4c3	1359	0g10191k
a0cw1	1kr5/1p6/2pp4/Rp5p/4rB2/3b2Pp/8/R5K1 w - - 0 39	f4d6 c8c7 a5a8	1359	0p13151g1o
acvFi	r5k1/2p3p1/p2b3p/1p1N4/4q3/1Q3r1P/PP1R1P2/2R2K2 w - - 0 31	d5f6 g8h8 f6e4	1359	010k0m191o
boRmt	rn4k1/5pbp/1q2p1p1/pPp3P1/4B3/1Q3P2/1P4PP/R3R1K1 b - - 0 24	c5c4 b3e3 g7d4 e3d4 b6d4	1359	0g0j0k10191g
bplnP	r5k1/1b3ppp/2p2b2/p1P4q/Q4P2/P3P3/4BK1P/6RR b - - 4 24	f6h4 g1g3 h4g3 f2g3 h5e2	1359	0g1019
bzlQa	6rk/pb2q1pp/5p2/1Np1bQ2/2p2N2/2P5/PP4PP/3r1R1K w - - 0 27	f4g6 h7g6 f5h3	1359	1315191n1o
cy8Zl	2r1r3/p5kp/1p2p1p1/2qnRpP1/3Q3P/2P2B2/PP6/5RK1 w - - 1 32	e5d5 c5d4 d5d4	1359	010j0k191o
db0vM	5r2/pp6/3b1Rp1/2p1k3/2PpN3/3n1KP1/PP1B3P/8 w - - 4 28	d2f4 d3f4 g3f4	1359	0p13151o
eAsez	1k6/p4pr1/1p2p3/1Q6/3P4/6P1/P2q1PKP/8 w - - 0 32	b5e5 b8b7 e5g7	1359	010p0s1g1o
f8Ts5	5k2/2R4p/1p4p1/8/P1BK4/3p2P1/2r5/8 b - - 1 44	d3d2 c7f7 f8e8 f7f1 c2c1	1359	000g0p1011
fN4cR	4k1r1/2pbBp1R/p3pP1P/1p1p4/2rP1K2/5P2/8/8 w - - 1 36	h7g7 g8h8 h6h7	1359	000g0p1o
fWLUk	rnb1k2r/pppp1ppp/4pq2/2b5/4P1P1/N6N/PPPPP2P/R1BQKB1R b KQkq - 0 6	f6h4 h3f2 h4f2	1359	0413151c1o
ffkFb	Q1K5/8/3k4/1q1P4/3PP3/8/8/8 b - - 2 72	b5d7 c8b8 d7c7	1359	0p13151i1o
fm2kF	r5k1/pp1b2pp/4p1n1/3p4/5Q2/1P1q4/PB1p2PP/5R1K w - - 2 24	f4f7 g8h8 b2g7	1359	0s1315191o
gSD4Q	8/2r1p2p/3p4/3P1k2/2PKRP2/p6P/P7/8 b - - 1 48	c7c4 d4c4 f5e4	1359	0g0i0p111m1o
hQdJd	3rr1k1/5p1p/QN1p2p1/P1pP1P2/1p5q/7P/1P1B2P1/R5K1 b - - 2 27	h4d4 g1h1 d4d2	1359	010s11191o
hsXId	r1bq1r2/2p1npk1/3p1p2/1pb1p2Q/p3P2N/2PP3P/PP3PPN/R2B1RK1 b - - 3 17	f8h8 h5f3 h8h4 f3g3 e7g6	1359	010h10191p
iPj0h	r7/1R4p1/p2r1p1p/b5k1/P2pB1P1/7P/5P2/5RK1 w - - 1 43	b7g7 g5f4 e4a8	1359	0g0j0p1o
jC67M	3b1rk1/5pp1/p6p/Q7/P1q5/4N2P/5PP1/5RK1 b - - 11 30	c4f1 g1f1 d8a5	1359	0g0p1o
ju4nz	3q2k1/4p2p/3ppnpQ/r1rb2N1/Pp6/6PB/4PP1P/R5K1 w - - 0 25	h3e6 d5e6 g5e6 f6h5 e6d8	1359	0g0s1019
oAgCq	2k5/2r3R1/1p3p2/4p3/7P/5P2/8/4K3 w - - 1 53	g7c7 c8c7 h4h5	1359	0g0h0p1m1o
qrCnH	5r2/1pp1k1p1/p2p4/3q4/3nP3/3P2p1/PPP3P1/R2K1Q2 w - - 0 25	f1f8 e7f8 e4d5	1359	010p0w1o
r5IyU	8/p2R4/1pk5/5P2/2P1P3/5P1p/7P/7K b - - 0 38	c6d7 h1g1 a7a5 g1f2 a5a4	1359	0g0h0p101l
rnho5	r7/pp3rbk/3p4/3p4/1P1PpPb1/4PNp1/PB4Pq/2RQRK2 w - - 2 30	f3g5 h7g8 d1g4	1359	0g0j0s191o
t0snD	6k1/R5P1/5K2/8/1p6/8/6r1/8 w - - 0 57	a7a8 g8h7 a8h8	1359	0p13151m1o
tAZPe	4r1k1/ppp2p2/5b1p/3p2pN/3Pr3/2P2NP1/1qQK1P2/4R2R b - - 3 25	e4e2 e1e2 e8e2 d2e2 b2c2	1359	050e0g1019
vBI6m	r4rk1/1p3pp1/pb5p/4N3/1P1Pp1Qq/PB6/8/2R1R1K1 b - - 1 31	b6d4 g1g2 h4f2 g2h3 d4e5	1359	010r0s1019
vMGMJ	r6k/p2p4/1p1P3p/5R2/nP6/7b/P6P/K5R1 w - - 2 30	f5h5 h8h7 h5h3	1359	010p1o
ywBwi	r1b1k1nr/p3bppp/2p5/q1p5/8/P1pP4/1PPBQPPP/R3K1NR w KQkq - 0 11	d2c3 a5a4 c3g7	1359	011c1o
zVLjd	r7/8/3k2pp/PKR2p2/8/5P1P/6P1/8 b - - 0 47	a8a5 b5a5 d6c5	1359	0g0i0p1m1o
zmwxR	6k1/3q1p2/3p3p/1R1Pp1pn/4P3/4BP1P/4Q1PK/2r5 b - - 3 32	c1h1 h2h1 h5g3 h1h2 g3e2	1359	01050p0s101n
10JCu	rn3rk1/pB3ppp/6n1/2q5/8/1P1P4/P2N1PPK/R2QR3 b - - 0 18	c5c7 h2g1 c7b7	1360	010s191o
11fTZ	1n5k/3q3p/2p2PPQ/1p1p1K2/8/7P/r1P5/8 w - - 1 38	f5g5 h8g8 f6f7 d7f7 g6f7	1360	000g0h0p10
1IuKX	r2r2k1/5pp1/p3pn1p/1p2N3/q3B2N/2P1Q3/PP3PPP/1K1R3R b - - 0 23	d8d1 h1d1 a4d1 e3c1 d1c1 b1c1 f6e4	1360	01191k1w
1gKNH	Q7/5p1p/2p3pk/4B3/3P3P/2b2P2/pq4P1/7K w - - 4 33	a8f8 h6h5 g2g4 h5h4 f8h6	1360	0p101316
1xLxX	1B1k4/p4ppp/2p3q1/2P5/8/7Q/PP3PPP/4n1K1 b - - 0 23	e1f3 h3f3 g6b1 f3d1 b1d1	1360	060p1013161g1n
3vNQl	r4rk1/2RR1pb1/4p3/3pPqpN/P2P4/1P3P1p/3B1P1P/4Q2K b - - 1 33	f5f3 h1g1 f3g2	1360	0s1315191o
4qfeJ	2k3r1/1q6/Q5p1/5b2/1p1P4/1P6/1PPK3P/4R3 w - - 1 37	a6c4 b7c7 c4g8	1360	0g0p0s1o
5Cfv4	r4rk1/pb3pbp/1p3np1/2p1pq2/2PpN3/P2P2PP/1P1B1PB1/1R1Q1RK1 w - - 2 18	e4f6 g7f6 g2b7	1360	010j191o
66Sen	4Rrk1/5p1p/1q1p2p1/2pb4/6P1/1r3P2/7P/Q3R1K1 w - - 0 27	e8f8 g8f8 a1h8	1360	051315191o
67dt8	1kn3r1/p3R3/1p1r1p2/3b3p/5B2/7q/1P3PN1/2RQ1BK1 b - - 0 25	g8g2 f1g2 h3g2	1360	1315191o
6j8bt	8/8/6K1/5p2/5Pk1/p1N5/8/8 b - - 0 47	g4f4 g6f6 f4g4 f6e6 f5f4	1360	0g0h0p0z10
8J4Bg	2b4r/3Br1kp/p2Q1bp1/1pp2p2/5P2/2P5/PP1B2PP/R5K1 b - - 0 23	e7d7 d6c5 d7d2	1360	01191o1p
8SDKq	4r3/p4p1p/2p3pk/6q1/1PP3Q1/5P2/P3r1PP/R2R2K1 b - - 2 26	g5e3 g1h1 e2e1 d1e1 e3e1 a1e1 e8e1	1360	060p13171n1w
9FbP1	1kbr4/p1p1b1pp/1p3p2/8/P1NBP3/1P3PPq/2P2Q1P/4R1K1 b - - 0 27	d8d4 f2d4 e7c5 d4c5 b6c5	1360	0110191g1n
9fzn7	5k2/R1Q1n3/1pR2p1p/3pp3/8/3qPPPb/3N3P/6K1 b - - 0 36	d3e3 g1h1 e3e1 d2f1 e1f1	1360	0s10131619
A3kc5	2r1kb1r/p2p1p1p/1p4qn/3Q4/3PPR2/2N1n1B1/PPP3PP/5RK1 w k - 9 18	d5e5 g6e6 e5h8	1360	0g0s191o
Bxypr	3r4/5p2/4n1k1/6pp/P7/1B1r2P1/P2p1R1P/3R1K2 w - - 2 44	b3c2 g6g7 c2d3	1360	010p1g1o
CFeq3	r2Bk2r/pppb1ppp/2p5/2b5/4n3/2NP4/PPP2PPP/R2QKB1R b KQkq - 0 8	c5f2 e1e2 d7g4	1360	041315191o
CWM23	rn4k1/ppp4p/6q1/5b2/3p1P2/6Q1/P5RK/8 w - - 0 25	g3b3 g8g7 g2g6 h7g6 b3b7 b8c6 b7a8	1360	0g0j0p1g1t1w
CxiJM	6rr/k7/2P1N1pp/p2pPp2/2b1nP1P/4K3/8/1R6 w - - 0 39	b1b7 a7a6 e6c7	1360	0p13151o
Df7fl	r5k1/2p1q1p1/p2b1r1p/Q3p3/6pN/3PB1P1/PPP2P1P/R5K1 w - - 2 21	a5d5 e7e6 d5a8	1360	0g0s191o
ESxDF	8/1Rn2pk1/2rNp2p/4Pp2/2p2P2/6P1/2K4P/8 w - - 4 45	b7c7 c6c7 d6e8 g7g8 e8c7	1360	050g0p0s101n
EdKDx	2rq1rk1/5ppp/p2bpn2/1p2N1n1/3Pp3/2N2P2/PP1BQ1PP/R3R1K1 w - - 0 19	d2g5 d6e5 d4e5	1360	010t191o
Ertkc	2Q5/R2rkp2/7p/1B3Kp1/4r3/1P5P/8/8 b - - 0 41	e4f4 f5e5 f7f6	1360	0p13151o
EsEmH	r5k1/p4pp1/1pp4p/7r/1P1B1n1q/P4QN1/5PP1/3RR1K1 b - - 2 29	h4h2 g1f1 h2h1 g3h1 h5h1	1360	0y101316191n
FSw0c	r1b1r1k1/1p4p1/1bpq3p/p3pp2/8/P1PP1B1P/1P3PPN/R2Q1RK1 w - - 1 18	d1b3 c8e6 b3b6	1360	010s191o
