BsQ8S	2r2rk1/pbnN2p1/1p2pb1p/3p3q/1PPNnB2/P2BQ3/5PPP/2R1R1K1 b - - 5 24	f6d4 e3d4 f8f4	1447	010j11191o
EgvZc	8/4Npkp/p5p1/P3p3/3q4/1p5P/5PP1/2Q3K1 b - - 3 38	b3b2 c1c2 d4b4	1447	000g0p1o
FRVEY	3Q4/p4pkp/1p1pq1p1/7P/2r2PP1/8/5R1K/8 w - - 9 47	h5h6 g7h6 d8f8	1447	050p13151o
G9GdC	rq4k1/4Rr1p/6p1/2P5/1n5N/1Q1P1PP1/p6P/K2R4 b - - 0 29	b4c2 b3c2 f7e7	1447	01191o
GRcyU	r1b1kb1r/ppB1q2p/2p5/8/4n3/3B1QP1/PPP4P/RN1K3R b kq - 1 14	c8g4 f3g4 e4f2	1447	0g1c1g1n1o
Gwyud	5B2/5ppp/4p3/4P1K1/5PPP/1p4k1/1P2b3/8 b - - 2 50	h7h6 g5h5 e2g4	1447	080p13151o
HtHB9	2rq3r/5pk1/3p2p1/p3pP1Q/Pp2P3/1B1P2R1/2n3PP/1R5K w - - 1 24	g3g6 f7g6 h5g6 g7f8 g6f7	1447	101316191n
HzfPv	8/8/1NR1nk2/2P3p1/1pB3P1/1P2r2p/3K4/4r3 w - - 0 35	b6d5 f6g7 d5e3	1447	0g0p0s1o
I7Ezb	2n5/6N1/4B3/P1k5/5P2/5KPp/r7/8 b - - 2 49	h3h2 e6a2 h2h1q	1447	000g0p1h1o
IB5d7	4rr1k/ppp1q1p1/7p/8/4B3/6Q1/PP5P/4R2K w - - 1 25	g3g6 e7e4 e1e4 f8f1 h1g2	1447	010p10
IQ2gj	8/8/8/5k2/1PK1p3/P1r5/8/8 w - - 0 54	c4c3 f5f4 c3d2 f4f3 d2e1	1447	0g0h0p0t10
IhRim	rnb1Rbk1/ppp2rpp/8/3Q4/2n1N3/8/Pq3PPP/R5K1 w - - 0 18	e8f8 g8f8 d5d8	1447	050y1315191g1n1o
Ikll5	5rk1/p1r2ppp/1p2p1q1/8/3p1PP1/6Q1/PPP4R/1K4R1 w - - 3 23	f4f5 e6f5 g3c7	1447	010j0p1o
KtlwD	r2N4/4P1pr/pk3n1p/1p3P2/8/8/PP6/2R3K1 w - - 2 33	c1c6 b6a7 c6f6 g7f6 e7e8q	1447	000g0p101h
MzLZC	7R/Q4pq1/2pk4/2p1pP2/3pP3/P2P2bp/2P1BP1N/5RK1 b - - 0 26	g3h2 g1h1 g7g2	1447	0k0m0y1315191o
N5RHP	8/8/2p2k1p/pP6/P4K2/8/2b5/8 w - - 0 51	b5b6 f6e6 b6b7	1447	00080g0p1o
NXL6v	8/k1n5/2p3p1/2K2p1p/8/4B1PP/8/8 w - - 0 53	c5c6 a7b8 e3f4 b8c8 f4c7	1447	0g0j0k0p10
OyUuf	4r3/6kp/pqpb1pp1/3pr3/1P4Q1/2P3NP/P4PP1/R4RK1 w - - 1 25	g4d7 g7g8 d7d6	1447	010s191o
QGmEg	8/ppp5/3k4/5p2/6R1/1P1Nr3/P2K4/8 b - - 0 38	e3d3 d2d3 f5g4	1447	0g0p0w1o
QJ3n7	8/Q4pkp/5qp1/4r3/2P5/8/P4P1P/1N3RK1 b - - 0 26	e5g5 g1h1 f6f3	1447	0p13151o
RqvK7	2k3nr/1p4p1/1p6/pP2p3/P3PnP1/B1PR1p2/5P2/R5KB b - - 0 25	f4e2 g1f1 h8h1	1447	0i0y1315191o
RwGbW	r1b3k1/2q3pp/p7/2bpp1B1/4n1Q1/1B5P/PPP3P1/RN3K2 w - - 0 18	b3d5 g8h8 g4e4	1447	010s191o
SuEHV	Q7/6pk/6p1/6r1/6n1/1R5K/7P/8 b - - 1 47	g4f2 h3h4 g5g4	1447	0p13151o
TpYEg	Q5R1/7p/p5pk/2r1n1q1/8/4P3/B6P/7K w - - 0 42	a8f8 h6h5 f8c5	1447	0g0p0s111o
TtI9k	8/8/4pkp1/5p1p/R2P4/1pp1P3/4KPPP/8 b - - 0 36	b3b2 a4b4 c3c2 b4b2 c2c1q	1447	00010p101h1m
UVDqR	3r3r/kp4pp/pNp5/P1b5/6n1/1Q6/2P2qPP/1R1R3K w - - 6 26	b6c8 d8c8 b3b7	1447	0j1315191n1o
UnBWW	5rk1/pp1n1p1p/3p2P1/4p3/1P2P2q/1B3PRb/P6P/6bK w - - 0 26	g6f7 g8h8 g3g8 f8g8 f7g8q	1447	000k0m0s101316191h
Uu9oX	r3r1k1/pp3p1p/3qb1p1/3p2N1/7Q/3p4/PPP3PP/5RK1 w - - 0 23	h4h7 g8f8 f1f7 e6f7 h7f7	1447	0y10131619
VjDUG	r4rk1/1p3p1p/p1n3p1/8/3p1P2/6R1/Pq2N1PP/R2Q3K w - - 0 21	g3b3 b2a1 d1a1	1447	01191o1t
W5qcw	4rk2/p4p2/5Q1p/8/8/2R3KP/Pq5P/8 b - - 0 33	e8e3 c3e3 b2f6	1447	010p1o
Wz0Fy	8/5p2/4p1p1/3pP1P1/5qP1/4kP2/1Q4K1/8 w - - 2 50	b2c1 e3d3 c1f4	1447	0g0i0p1i1o1p
XFQFl	3r3r/pppkbQpp/2np4/3Np3/4P3/3P3P/PP1N1P2/2n2K2 w - - 0 19	f7f5 d7e8 d5c7	1447	0i1315191o
XNTey	r2q1r1k/1pp3p1/p1b1p2p/8/3P1n2/1BP1QNN1/PP3PPK/R4R2 b - - 6 21	c6f3 e3f3 d8h4 h2g1 f4h3 g2h3 f8f3	1447	010j191w
XyIFV	6k1/pQ3rpp/8/8/7r/1P6/P1P1K1Pq/3R4 w - - 0 28	d1d8 f7f8 b7d5 g8h8 d8f8	1447	060i0p101316
YWNuc	r2qr1k1/ppp3b1/3p2pp/5bN1/4N3/2PQ2P1/PP3PP1/1K2R2R w - - 0 19	d3d5 e8e6 g5e6	1447	0g0y191o
YY7oz	8/8/4pk2/5p1P/5K2/6P1/8/8 b - - 0 57	e6e5 f4f3 f6g5	1447	0g0p1e1o
YZ2vo	4rk2/pp4pp/2n2p2/5P2/P1R1PKP1/1r3N2/3R3P/8 b - - 0 26	b3f3 f4f3 c6e5 f3f4 e5c4	1447	01050p0s101n
Yehnh	1R6/8/7k/6pp/7P/2r2PK1/8/8 w - - 0 58	b8b6 h6h7 h4g5	1447	0g0i0p1m1o
YzI4A	q4rk1/2p1bppp/2Pp1n2/4p3/4P3/1B5P/Pr3PP1/RNQ1R1K1 b - - 3 21	b2b3 a2b3 a8a1	1447	01191o
ZLebM	rnb2R1B/ppp5/6kp/8/2pP3q/6p1/PPP3P1/RN1Q2K1 b - - 0 15	h4h2 g1f1 h2h1 f1e2 c8g4	1447	0g0y1019
Zcv1T	6k1/5pP1/1p4rR/2p3Q1/2qpP3/7P/2P3PK/q7 w - - 2 35	g5d8 g8g7 d8h8	1447	0p13151o1u
ZfPry	r4r2/1nqbbpkp/p2p2p1/1p1Pp1Bn/P1p1P2N/2P3QP/1P1NBPP1/R3R1K1 w - - 6 18	e2h5 e7g5 g3g5	1447	01191g1o
ZmlkG	r2qr3/1pp2pk1/p3p1p1/3pP1N1/3P1QPn/2P5/PP3P2/R4RK1 b - - 2 25	d8g5 f4g5 h4f3 g1g2 f3g5	1447	050g0s10191n
aDmJv	3r2k1/2Q3q1/2b5/4pp2/7r/P2P1P2/2P5/R4K2 w - - 0 33	c7d8 g8f7 d8h4	1447	010p0s0t1o
bAU6S	4r3/8/2R2nk1/4pN1p/1P2P1pP/2p2P2/rP3KP1/1R6 b - - 1 36	a2b2 f2g3 b2b1	1447	010p1o
bPnau	2k2rr1/1p1n4/p1p1q2R/P1PpP3/8/2P1Q1B1/6P1/1R4K1 b - - 6 32	g8g3 e3g3 e6h6	1447	0g0i191o
cMP2Z	r1b1r1k1/1p1n1pbp/2pp2p1/p2Pp3/2P1P3/P1NB1NP1/1q4PP/R2Q1R1K w - - 0 15	c3a4 b2a1 d1a1	1447	01191o1t
cQXiL	r1bqk2r/ppp2ppp/8/8/1b2N3/3n4/PP1B1PPP/R2QKB1R w KQkq - 2 12	f1d3 d8d3 d1a4 c8d7 a4b4	1447	010s101c
cnsB0	1k2r3/p5pp/1pp5/2n1N3/3Q2B1/P3K3/5P1P/B4q2 w - - 0 30	d4d6 b8b7 d6c6	1447	0g191o
cshD9	6rk/ppn3r1/2p2q2/2Pbnp1p/1P2pNp1/P1Q1P1P1/3R1PBP/3RN1K1 b - - 3 29	e5f3 e1f3 f6c3	1447	0g0j0s191o
dOssK	r5k1/bp3ppp/p1p4r/2Pp1B2/1P4bq/P3P1N1/1BQ2PP1/R3R1K1 b - - 1 21	h4h2 g1f1 h2h1 g3h1 h6h1	1447	0y101316191f1n
dYq3W	r3nrk1/pp1qb1pp/2p2p2/6P1/3PNPQ1/4P2P/PP6/R1B2RK1 b - - 1 17	f6f5 g4g2 f5e4	1447	010s191o
eh92V	4n1k1/5p1p/2P1p1p1/8/pP3P2/P5PP/6K1/8 w - - 1 38	b4b5 g8f8 b5b6 f8e7 b6b7	1447	000g0p0z101l
fA2bo	8/1k1r3p/pPp3p1/4Pp2/5P2/Q6P/2p3PK/R2r4 b - - 2 35	d1a1 a3a1 d7d1 a1a3 c2c1q a3c1 d1c1	1447	000d0g0p1h1j1w
hTftG	6k1/1p3qpp/2p1P3/3p3n/8/2BP4/PPPKQ1R1/5r2 b - - 0 29	f7f4 e2e3 f1d1 d2d1 f4e3	1447	0g0i0p10
hdmlo	3r3k/2r4n/8/4p2B/3nP3/Pp3P2/1P3PQ1/1KR5 b - - 1 34	c7c1 b1c1 d4e2 c1b1 d8d1	1447	0510131619
j6yzK	2r3k1/2r2p1p/1Q1R2p1/8/4q3/P1P5/1P5P/2KR4 b - - 1 31	c7c3 b2c3 c8c3 c1b2 e4c2 b2a1 c3a3	1447	0i0p13171n1w
k9tX0	r1bq1rk1/ppp2p2/3b2nQ/3Pp3/2P1N3/8/PPP2PPP/RN2K2R w KQ - 1 13	e4g5 d8g5 h6g5	1447	0g1c1o
mWeQB	r5k1/3r1p1p/p1N1np2/2pn4/Pp6/1P3N2/5PPP/2RR2K1 w - - 0 32	d1d5 d7d5 c6e7 g8f8 e7d5	1447	01050s10191n
mwPE2	r1br4/pp3pkp/5np1/1B1NN3/8/4P3/PP3PPP/R3K2R b KQ - 0 15	d8d5 e5f7 d5b5	1447	010s191o
nDPdy	r5rk/ppp2p1p/5PpQ/3pP3/1q6/5R2/P5PP/4R2K w - - 6 24	h6h7 h8h7 f3h3 b4h4 h3h4	1447	050p0y1013161n
p1nEz	4r3/8/6p1/4k2p/P6P/1PbB2P1/3p1K2/5R2 b - - 7 47	e8f8 f2e2 f8f1	1447	0g0p1o
pyOU6	r2r4/3q1k1p/6p1/1PQ1p1P1/1p2P1n1/p7/PP3PP1/K4R1R w - - 1 29	h1h7 f7g8 h7d7	1447	0g191o1p
pz42t	r2qkbnr/ppp2ppp/2npb3/4p3/6P1/1QP5/PP1BPPBP/RN2K1NR w KQkq - 2 7	b3b7 g8e7 g2c6 e7c6 b7c6	1447	01101c
q2G6m	3r3r/ppp2k2/3b4/3n1q2/2P1NP1p/5P2/PPQ5/2KR3R w - - 0 23	e4d6 d8d6 c2f5	1447	0g0j11191o
qXyVB	r4rk1/p1p2p1p/2p3P1/3pPb2/1P5q/2N5/P1n2PQP/R2K1BR1 w - - 1 19	g6h7 g8h7 g2g7	1447	00050k0m0y1315191o
r107u	1r4k1/1q3p1p/4p1p1/3p4/1r1Q3P/8/5PP1/1RR3K1 w - - 0 31	b1b4 b7b4 c1c8 b8c8 d4b4	1447	010i0p10
r5oyF	q5k1/8/p5N1/6Qp/PP1Pr3/7P/3R1P2/6K1 b - - 0 54	e4e1 g1h2 a8h1 h2g3 e1g1	1447	010p10
rWvjG	7r/pbpknpp1/1p2pn2/3q4/2PP4/P2BB2Q/2P3PP/R4RK1 b - - 0 17	h8h3 c4d5 h3e3	1447	01191o
rhe05	2krr3/ppq2ppp/2nb4/2p5/2N1n3/1QP2B1P/PP3PP1/R1B2RK1 b - - 1 15	d6h2 g1h1 e4f2 f1f2 e8e1 f2f1 e1f1	1447	0d0i0y1317191n1w
sFXZU	r1bq1rk1/3nbpp1/p3p2p/1Bpp4/Q2P4/2P1PNB1/PP3PPP/R3K2R b KQ - 0 13	d7b6 a4d1 a6b5	1447	01191o
sUuBc	6r1/p6k/4p1rB/4P3/1p1PP2Q/2P3P1/6K1/1q6 w - - 0 31	h6f8 g6h6 h4h6	1447	0j0k0p13151o
wM9J8	k6r/1p4p1/pQp4q/8/4P1B1/5P2/1P3K2/5R2 b - - 11 33	h6d2 f2g3 d2h2	1447	0p13151o
wkDSk	r2qk2r/1pp2ppp/p2p4/2bNp3/2Pnn1b1/P4N2/1P1PBPPP/R1BQ1RK1 w kq - 0 10	f3d4 c5d4 e2g4	1447	010j1c1o
xG9F1	rn1qk2r/pbppbppp/1p2p3/P3P3/2BP4/2P5/2PB1PPP/R2QK1NR b KQkq - 0 9	b7g2 d1g4 g2h1 g4g7 h8f8	1447	010h101c1t
yFYcN	3r2k1/pp4np/4p1p1/4QrN1/2B3q1/8/PPP1N3/2K4R w - - 4 23	c4e6 g7e6 e5e6 g8f8 g5h7	1447	0g0i0s1019
yKojr	r3kb1r/pp1b2pp/4pn2/3p4/3q4/2NB4/PP3PPP/R1BQ1RK1 w kq - 0 12	d3g6 h7g6 d1d4	1447	0g0j1c1o
z3Ktg	r1b1kb1r/pp3ppp/2p1pn2/q2p4/1PPPnB2/P1N1PN2/2Q2PPP/R3KB1R b KQkq - 0 9	f8b4 a3b4 a5a1	1447	01191o
1GPYE	8/pb3k1p/4p1r1/5p2/2P5/1PBqQP2/P4KPP/7R b - - 2 29	g6g2 f2g2 d3e3	1448	0g0i0p1o
1md6a	r4rk1/pp5p/5pp1/3q4/3nN1n1/1P1B2Pb/P1P2P1P/R2QR1K1 w - - 0 18	d3c4 d5c4 b3c4	1448	01191g1o
2XGD0	1Q6/R4pk1/P5p1/2p5/1b6/r7/1K6/7q w - - 0 51	b8e5 g7h6 e5h8 h6g5 h8h1	1448	0g0p101p
2c741	r7/k1p3b1/qnQ4p/3P2p1/2N1r3/2P1n3/1P3PPP/5RK1 w - - 0 30	c6c7 a6b7 f1a1 b6a4 a1a4	1448	0r0s101316191g
